smoke,sex,age,edu,weight,height,bmi,sport,marital,region,wkabint,income,ls,ID
NO,MALE,55,VOCATIONAL/GRAMMAR,87.0,174.0,28.735632183908,YES,MARRIED,Podlaskie,NO,1720.0,PLEASED,186
NO,MALE,80,POST-SECONDARY OR HIGHER,80.0,180.0,24.6913580246914,YES,MARRIED,Wielkopolskie,NO,1100.0,MOSTLY SATISFIED,187
NO,FEMALE,54,SECONDARY,98.0,163.0,36.8850916481614,NO,MARRIED,Slaskie,NO,1000.0,PLEASED,188
NO,FEMALE,22,SECONDARY,54.0,171.0,18.4672206832872,YES,SINGLE,Malopolskie,NO,0.0,PLEASED,189
NO,FEMALE,34,POST-SECONDARY OR HIGHER,80.0,163.0,30.1102788964583,NO,MARRIED,Kujawsko-pomorskie,YES,,MIXED,190
YES,MALE,39,POST-SECONDARY OR HIGHER,145.0,189.0,40.5923686346967,YES,MARRIED,Slaskie,NO,5000.0,PLEASED,191
NO,FEMALE,61,SECONDARY,68.0,162.0,25.9106843468983,YES,MARRIED,Pomorskie,NO,1300.0,MOSTLY SATISFIED,192
NO,FEMALE,36,POST-SECONDARY OR HIGHER,57.0,164.0,21.192742415229,YES,MARRIED,Pomorskie,NO,1500.0,PLEASED,193
NO,FEMALE,52,PRIMARY/NO EDUCATION,65.0,162.0,24.7675659198293,YES,DIVORCED,Podkarpackie,NO,1800.0,MIXED,194
NO,FEMALE,63,SECONDARY,60.0,162.0,22.8623685413809,YES,MARRIED,Podlaskie,NO,2000.0,PLEASED,195
YES,MALE,42,SECONDARY,132.0,183.0,39.4159276180238,YES,SINGLE,Warminsko-mazurskie,NO,780.0,MOSTLY DISSATISFIED,196
NO,MALE,65,VOCATIONAL/GRAMMAR,85.0,180.0,26.2345679012346,YES,MARRIED,Wielkopolskie,NO,1300.0,PLEASED,197
NO,FEMALE,92,PRIMARY/NO EDUCATION,68.0,170.0,23.5294117647059,YES,WIDOWED,Podlaskie,NO,850.0,MIXED,198
YES,FEMALE,52,VOCATIONAL/GRAMMAR,45.0,158.0,18.0259573786252,YES,MARRIED,Pomorskie,NO,,MOSTLY SATISFIED,199
NO,MALE,45,SECONDARY,103.0,184.0,30.4229678638941,YES,MARRIED,Mazowieckie,NO,2500.0,PLEASED,200
NO,FEMALE,18,VOCATIONAL/GRAMMAR,55.0,160.0,21.484375,NO,SINGLE,Malopolskie,NO,,MOSTLY SATISFIED,201
NO,MALE,38,VOCATIONAL/GRAMMAR,75.0,176.0,24.2122933884298,YES,MARRIED,Mazowieckie,NO,2200.0,PLEASED,202
NO,MALE,57,VOCATIONAL/GRAMMAR,95.0,170.0,32.8719723183391,YES,MARRIED,Mazowieckie,NO,700.0,MOSTLY SATISFIED,203
NO,MALE,42,SECONDARY,105.0,189.0,29.3944738389183,YES,MARRIED,Malopolskie,NO,,MOSTLY SATISFIED,204
NO,FEMALE,24,SECONDARY,59.0,164.0,21.9363474122546,YES,SINGLE,Kujawsko-pomorskie,NO,,PLEASED,205
NO,FEMALE,74,PRIMARY/NO EDUCATION,80.0,160.0,31.25,YES,WIDOWED,Mazowieckie,NO,1070.0,MOSTLY SATISFIED,206
NO,FEMALE,30,SECONDARY,75.0,172.0,25.3515413737155,YES,MARRIED,Wielkopolskie,NO,,DELIGHTED,207
NO,MALE,64,VOCATIONAL/GRAMMAR,72.0,175.0,23.5102040816327,YES,MARRIED,Pomorskie,NO,1500.0,MOSTLY SATISFIED,208
NO,FEMALE,57,VOCATIONAL/GRAMMAR,75.0,166.0,27.2173029467267,YES,MARRIED,Wielkopolskie,NO,0.0,MIXED,209
NO,FEMALE,64,SECONDARY,80.0,160.0,31.25,NO,SINGLE,Podkarpackie,NO,1260.0,MOSTLY SATISFIED,210
NO,FEMALE,24,SECONDARY,59.0,171.0,20.1771485243323,NO,SINGLE,Warminsko-mazurskie,NO,1050.0,MOSTLY SATISFIED,211
NO,MALE,24,SECONDARY,70.0,187.0,20.0177299894192,YES,SINGLE,Kujawsko-pomorskie,NO,1500.0,PLEASED,212
NO,MALE,19,VOCATIONAL/GRAMMAR,65.0,180.0,20.0617283950617,NO,SINGLE,Podkarpackie,YES,0.0,PLEASED,213
NO,FEMALE,34,POST-SECONDARY OR HIGHER,62.0,177.0,19.7899709534297,NO,MARRIED,Lubelskie,NO,0.0,PLEASED,214
NO,FEMALE,78,PRIMARY/NO EDUCATION,70.0,162.0,26.6727632982777,NO,MARRIED,Zachodnio-pomorskie,NO,,PLEASED,215
NO,MALE,55,SECONDARY,99.0,172.0,33.4640346133045,YES,MARRIED,Lodzkie,NO,2000.0,MOSTLY SATISFIED,216
YES,MALE,42,VOCATIONAL/GRAMMAR,80.0,180.0,24.6913580246914,NO,MARRIED,Zachodnio-pomorskie,NO,3000.0,PLEASED,217
NO,MALE,43,PRIMARY/NO EDUCATION,80.0,170.0,27.681660899654,YES,SINGLE,Podlaskie,NO,,MOSTLY SATISFIED,218
NO,FEMALE,75,SECONDARY,68.0,158.0,27.2392244832559,YES,MARRIED,Mazowieckie,NO,1500.0,MOSTLY SATISFIED,219
NO,FEMALE,73,VOCATIONAL/GRAMMAR,70.0,158.0,28.0403781445281,YES,WIDOWED,Mazowieckie,NO,1200.0,PLEASED,220
YES,FEMALE,47,POST-SECONDARY OR HIGHER,60.0,169.0,21.0076677987465,YES,DIVORCED,Slaskie,NO,2000.0,MOSTLY SATISFIED,221
NO,MALE,64,SECONDARY,71.0,170.0,24.5674740484429,NO,MARRIED,Warminsko-mazurskie,NO,2000.0,PLEASED,222
NO,FEMALE,69,POST-SECONDARY OR HIGHER,66.0,165.0,24.2424242424242,NO,WIDOWED,Lubelskie,NO,1200.0,MOSTLY SATISFIED,223
NO,MALE,57,VOCATIONAL/GRAMMAR,76.0,164.0,28.256989886972,YES,MARRIED,Mazowieckie,NO,360.0,MOSTLY SATISFIED,224
NO,MALE,65,POST-SECONDARY OR HIGHER,82.0,173.0,27.3981756824485,YES,MARRIED,Wielkopolskie,NO,2700.0,MIXED,225
NO,FEMALE,81,POST-SECONDARY OR HIGHER,62.0,162.0,23.6244474927602,NO,MARRIED,Swietokrzyskie,NO,1400.0,PLEASED,226
NO,FEMALE,50,VOCATIONAL/GRAMMAR,85.0,168.0,30.1162131519274,NO,MARRIED,Lubelskie,NO,1280.0,MOSTLY SATISFIED,227
NO,MALE,35,POST-SECONDARY OR HIGHER,70.0,170.0,24.2214532871972,NO,MARRIED,Lubelskie,NO,3500.0,DELIGHTED,228
YES,FEMALE,54,VOCATIONAL/GRAMMAR,55.0,167.0,19.7210369679802,YES,MARRIED,Slaskie,NO,1600.0,PLEASED,229
YES,FEMALE,38,PRIMARY/NO EDUCATION,45.0,160.0,17.578125,YES,MARRIED,Slaskie,NO,,MIXED,230
NO,FEMALE,37,POST-SECONDARY OR HIGHER,72.0,160.0,28.125,NO,MARRIED,Slaskie,NO,2200.0,MIXED,231
NO,MALE,30,POST-SECONDARY OR HIGHER,82.0,178.0,25.8805706350208,NO,SINGLE,Malopolskie,NO,1800.0,MIXED,232
NO,FEMALE,58,VOCATIONAL/GRAMMAR,84.0,164.0,31.2314098750744,YES,MARRIED,Podkarpackie,NO,900.0,PLEASED,233
NO,MALE,60,SECONDARY,95.0,178.0,29.9835879308168,NO,MARRIED,Malopolskie,NO,1000.0,PLEASED,234
NO,MALE,84,SECONDARY,75.0,170.0,25.9515570934256,YES,WIDOWED,Opolskie,NO,2121.0,MOSTLY DISSATISFIED,235
YES,MALE,56,SECONDARY,72.0,172.0,24.3374797187669,YES,MARRIED,Warminsko-mazurskie,NO,1000.0,MOSTLY SATISFIED,236
NO,FEMALE,57,POST-SECONDARY OR HIGHER,68.0,158.0,27.2392244832559,NO,MARRIED,Mazowieckie,NO,0.0,PLEASED,237
NO,MALE,52,SECONDARY,75.0,170.0,25.9515570934256,YES,MARRIED,Kujawsko-pomorskie,NO,0.0,PLEASED,238
NO,FEMALE,35,VOCATIONAL/GRAMMAR,78.0,168.0,27.6360544217687,YES,MARRIED,Kujawsko-pomorskie,NO,,MOSTLY SATISFIED,239
NO,FEMALE,62,PRIMARY/NO EDUCATION,69.0,176.0,22.2753099173554,YES,MARRIED,Wielkopolskie,NO,,PLEASED,240
NO,MALE,63,PRIMARY/NO EDUCATION,64.0,165.0,23.5078053259871,YES,SINGLE,Mazowieckie,NO,500.0,MIXED,241
NO,FEMALE,38,SECONDARY,70.0,170.0,24.2214532871972,YES,MARRIED,Swietokrzyskie,NO,0.0,MOSTLY DISSATISFIED,242
YES,FEMALE,50,PRIMARY/NO EDUCATION,70.0,169.0,24.5089457652043,YES,MARRIED,Wielkopolskie,NO,0.0,MIXED,243
YES,MALE,26,SECONDARY,85.0,195.0,22.353714661407,NO,SINGLE,Pomorskie,NO,0.0,PLEASED,244
YES,FEMALE,42,VOCATIONAL/GRAMMAR,60.0,150.0,26.6666666666667,YES,DIVORCED,Swietokrzyskie,NO,600.0,MOSTLY SATISFIED,245
NO,MALE,21,SECONDARY,87.0,180.0,26.8518518518519,NO,SINGLE,Wielkopolskie,NO,,PLEASED,246
YES,MALE,46,VOCATIONAL/GRAMMAR,70.0,171.0,23.9389897746315,YES,MARRIED,Pomorskie,NO,2000.0,MIXED,247
NO,MALE,63,SECONDARY,102.0,174.0,33.6900515259612,YES,MARRIED,Zachodnio-pomorskie,NO,4000.0,PLEASED,248
NO,FEMALE,60,PRIMARY/NO EDUCATION,60.0,160.0,23.4375,YES,MARRIED,Podlaskie,NO,700.0,MIXED,249
NO,FEMALE,29,POST-SECONDARY OR HIGHER,59.0,167.0,21.1552942020151,NO,SINGLE,Podlaskie,NO,2000.0,UNHAPPY,250
YES,FEMALE,52,VOCATIONAL/GRAMMAR,62.0,160.0,24.21875,YES,MARRIED,Kujawsko-pomorskie,NO,250.0,MIXED,251
NO,FEMALE,73,POST-SECONDARY OR HIGHER,50.0,159.0,19.7776986669831,YES,MARRIED,Slaskie,NO,2050.0,MOSTLY SATISFIED,252
NO,MALE,48,VOCATIONAL/GRAMMAR,95.0,182.0,28.6801110976935,YES,MARRIED,Warminsko-mazurskie,NO,0.0,MOSTLY SATISFIED,253
NO,FEMALE,20,SECONDARY,77.0,165.0,28.2828282828283,NO,SINGLE,Mazowieckie,NO,1000.0,MOSTLY SATISFIED,254
NO,MALE,25,SECONDARY,108.0,176.0,34.8657024793388,YES,SINGLE,Kujawsko-pomorskie,NO,0.0,MOSTLY SATISFIED,255
NO,FEMALE,56,VOCATIONAL/GRAMMAR,58.0,156.0,23.8330046022354,YES,MARRIED,Dolnoslaskie,NO,1100.0,MOSTLY SATISFIED,256
YES,FEMALE,41,VOCATIONAL/GRAMMAR,75.0,162.0,28.5779606767261,YES,MARRIED,Podkarpackie,NO,1200.0,PLEASED,257
NO,MALE,50,SECONDARY,86.0,170.0,29.757785467128,NO,MARRIED,Pomorskie,NO,1200.0,PLEASED,258
NO,FEMALE,52,VOCATIONAL/GRAMMAR,68.0,156.0,27.9421433267587,NO,WIDOWED,Malopolskie,NO,588.0,MOSTLY DISSATISFIED,259
NO,FEMALE,43,POST-SECONDARY OR HIGHER,55.0,168.0,19.4869614512472,YES,MARRIED,Zachodnio-pomorskie,NO,1800.0,PLEASED,260
YES,MALE,47,POST-SECONDARY OR HIGHER,90.0,182.0,27.170631566236,NO,SINGLE,Pomorskie,NO,6000.0,PLEASED,261
NO,FEMALE,32,POST-SECONDARY OR HIGHER,58.0,164.0,21.5645449137418,YES,MARRIED,Mazowieckie,NO,0.0,DELIGHTED,262
NO,FEMALE,33,SECONDARY,85.0,165.0,31.2213039485767,YES,MARRIED,Mazowieckie,NO,0.0,PLEASED,263
NO,FEMALE,31,POST-SECONDARY OR HIGHER,74.0,160.0,28.90625,YES,MARRIED,Zachodnio-pomorskie,NO,,PLEASED,264
YES,FEMALE,37,POST-SECONDARY OR HIGHER,55.0,162.0,20.9571711629325,NO,MARRIED,Lodzkie,NO,5000.0,MOSTLY SATISFIED,265
NO,FEMALE,74,POST-SECONDARY OR HIGHER,70.0,165.0,25.7116620752984,YES,MARRIED,Mazowieckie,NO,700.0,PLEASED,266
NO,MALE,22,SECONDARY,77.0,175.0,25.1428571428571,NO,SINGLE,Wielkopolskie,NO,,MIXED,267
NO,FEMALE,23,SECONDARY,54.0,163.0,20.3244382551093,YES,SINGLE,Lodzkie,YES,460.0,MOSTLY SATISFIED,268
NO,FEMALE,76,PRIMARY/NO EDUCATION,60.0,155.0,24.9739854318418,YES,WIDOWED,Mazowieckie,NO,1000.0,MIXED,269
YES,MALE,29,SECONDARY,100.0,178.0,31.561671506123,YES,MARRIED,Swietokrzyskie,YES,1100.0,MOSTLY SATISFIED,270
NO,MALE,33,SECONDARY,100.0,180.0,30.8641975308642,NO,SINGLE,Pomorskie,NO,2800.0,MOSTLY SATISFIED,271
NO,MALE,59,VOCATIONAL/GRAMMAR,118.0,180.0,36.4197530864198,YES,MARRIED,Slaskie,NO,760.0,MIXED,272
NO,FEMALE,32,POST-SECONDARY OR HIGHER,65.0,168.0,23.0300453514739,NO,SINGLE,Lubelskie,NO,0.0,MOSTLY SATISFIED,273
NO,FEMALE,69,SECONDARY,88.0,165.0,32.3232323232323,YES,MARRIED,Pomorskie,NO,1500.0,PLEASED,274
NO,MALE,77,VOCATIONAL/GRAMMAR,85.0,165.0,31.2213039485767,YES,MARRIED,Pomorskie,NO,1400.0,PLEASED,275
YES,MALE,59,PRIMARY/NO EDUCATION,72.0,171.0,24.6229609110496,YES,MARRIED,Mazowieckie,NO,1500.0,MIXED,276
NO,MALE,21,SECONDARY,70.0,189.0,19.5963158926122,NO,SINGLE,Lubuskie,YES,,PLEASED,277
NO,MALE,60,VOCATIONAL/GRAMMAR,72.0,168.0,25.5102040816327,YES,MARRIED,Lodzkie,NO,600.0,UNHAPPY,278
NO,MALE,65,PRIMARY/NO EDUCATION,80.0,153.0,34.1748899995728,YES,MARRIED,Slaskie,NO,1500.0,MOSTLY SATISFIED,279
NO,FEMALE,92,PRIMARY/NO EDUCATION,62.0,158.0,24.8357634994392,YES,WIDOWED,Slaskie,NO,1300.0,MIXED,280
NO,MALE,51,VOCATIONAL/GRAMMAR,85.0,178.0,26.8274207802045,YES,MARRIED,Lodzkie,NO,0.0,PLEASED,281
NO,FEMALE,58,VOCATIONAL/GRAMMAR,83.0,170.0,28.719723183391,YES,MARRIED,Warminsko-mazurskie,NO,0.0,MOSTLY SATISFIED,282
NO,MALE,39,VOCATIONAL/GRAMMAR,90.0,180.0,27.7777777777778,YES,MARRIED,Malopolskie,NO,3000.0,MIXED,283
NO,FEMALE,80,PRIMARY/NO EDUCATION,60.0,150.0,26.6666666666667,YES,WIDOWED,Podlaskie,NO,1000.0,MOSTLY DISSATISFIED,284
NO,MALE,55,VOCATIONAL/GRAMMAR,82.0,169.0,28.7104793249536,YES,MARRIED,Podkarpackie,NO,700.0,MOSTLY SATISFIED,285
YES,FEMALE,53,VOCATIONAL/GRAMMAR,58.0,163.0,21.8299521999323,YES,MARRIED,Dolnoslaskie,NO,,MOSTLY SATISFIED,286
NO,FEMALE,27,POST-SECONDARY OR HIGHER,75.0,172.0,25.3515413737155,NO,MARRIED,Podkarpackie,NO,1200.0,PLEASED,287
NO,MALE,36,VOCATIONAL/GRAMMAR,100.0,193.0,26.8463582914978,YES,MARRIED,Kujawsko-pomorskie,NO,1000.0,PLEASED,288
NO,FEMALE,72,SECONDARY,58.0,168.0,20.5498866213152,NO,MARRIED,Zachodnio-pomorskie,NO,1100.0,MOSTLY SATISFIED,289
NO,FEMALE,74,SECONDARY,85.0,156.0,34.9276791584484,YES,MARRIED,Lubelskie,NO,1650.0,MOSTLY SATISFIED,290
NO,FEMALE,65,PRIMARY/NO EDUCATION,73.0,160.0,28.515625,YES,MARRIED,Warminsko-mazurskie,NO,740.0,MOSTLY SATISFIED,291
NO,FEMALE,31,VOCATIONAL/GRAMMAR,60.0,160.0,23.4375,NO,MARRIED,Pomorskie,NO,1500.0,PLEASED,292
NO,FEMALE,58,VOCATIONAL/GRAMMAR,80.0,168.0,28.3446712018141,YES,MARRIED,Malopolskie,NO,1110.0,MOSTLY SATISFIED,293
NO,FEMALE,74,PRIMARY/NO EDUCATION,82.0,160.0,32.03125,YES,MARRIED,Mazowieckie,NO,790.0,PLEASED,294
YES,FEMALE,55,SECONDARY,75.0,160.0,29.296875,NO,DIVORCED,Dolnoslaskie,NO,2000.0,PLEASED,295
NO,FEMALE,32,VOCATIONAL/GRAMMAR,80.0,162.0,30.4831580551745,YES,SINGLE,Wielkopolskie,NO,678.0,MIXED,296
NO,MALE,26,SECONDARY,85.0,176.0,27.4405991735537,YES,MARRIED,Mazowieckie,NO,3000.0,MOSTLY SATISFIED,297
YES,FEMALE,53,VOCATIONAL/GRAMMAR,52.0,158.0,20.829995193078,YES,MARRIED,Lubuskie,YES,5000.0,PLEASED,298
YES,MALE,61,SECONDARY,83.0,178.0,26.1961873500821,YES,WIDOWED,Lodzkie,NO,900.0,PLEASED,299
NO,FEMALE,22,SECONDARY,54.0,174.0,17.8359096313912,NO,SINGLE,Dolnoslaskie,YES,,PLEASED,300
YES,FEMALE,28,POST-SECONDARY OR HIGHER,63.0,173.0,21.0498179023689,NO,SINGLE,Malopolskie,NO,3200.0,DELIGHTED,301
YES,MALE,66,VOCATIONAL/GRAMMAR,102.0,170.0,35.2941176470588,YES,MARRIED,Wielkopolskie,NO,1300.0,PLEASED,302
NO,FEMALE,55,POST-SECONDARY OR HIGHER,58.0,161.0,22.3756799506192,NO,MARRIED,Lubelskie,NO,1200.0,MOSTLY SATISFIED,303
NO,FEMALE,74,POST-SECONDARY OR HIGHER,62.0,162.0,23.6244474927602,NO,MARRIED,Wielkopolskie,NO,0.0,PLEASED,304
NO,FEMALE,78,POST-SECONDARY OR HIGHER,57.0,158.0,22.8328793462586,NO,SINGLE,Malopolskie,NO,1600.0,PLEASED,305
YES,MALE,54,VOCATIONAL/GRAMMAR,76.0,176.0,24.5351239669421,NO,MARRIED,Kujawsko-pomorskie,NO,150.0,MIXED,306
NO,FEMALE,58,PRIMARY/NO EDUCATION,75.0,176.0,24.2122933884298,YES,WIDOWED,Podlaskie,NO,1111.0,MOSTLY SATISFIED,307
NO,FEMALE,49,POST-SECONDARY OR HIGHER,67.0,167.0,24.023808670085,YES,MARRIED,Podkarpackie,NO,1800.0,PLEASED,308
NO,MALE,51,VOCATIONAL/GRAMMAR,105.0,188.0,29.7080126754187,NO,MARRIED,Zachodnio-pomorskie,NO,,PLEASED,309
NO,FEMALE,34,SECONDARY,56.0,162.0,21.3382106386222,YES,MARRIED,Kujawsko-pomorskie,NO,1000.0,PLEASED,310
NO,FEMALE,42,VOCATIONAL/GRAMMAR,80.0,160.0,31.25,YES,MARRIED,Podkarpackie,NO,0.0,MOSTLY SATISFIED,311
NO,FEMALE,66,VOCATIONAL/GRAMMAR,69.0,165.0,25.3443526170799,YES,MARRIED,Slaskie,NO,2000.0,PLEASED,312
YES,MALE,59,SECONDARY,95.0,177.0,30.3233425899326,YES,MARRIED,Wielkopolskie,NO,1300.0,PLEASED,313
NO,FEMALE,74,PRIMARY/NO EDUCATION,60.0,164.0,22.3081499107674,YES,MARRIED,Malopolskie,NO,700.0,MOSTLY SATISFIED,314
NO,FEMALE,52,VOCATIONAL/GRAMMAR,65.0,162.0,24.7675659198293,NO,DIVORCED,Lodzkie,NO,740.0,MOSTLY SATISFIED,315
NO,FEMALE,71,SECONDARY,70.0,163.0,26.346494034401,YES,WIDOWED,Mazowieckie,NO,900.0,MIXED,316
NO,FEMALE,51,SECONDARY,64.0,164.0,23.7953599048186,YES,MARRIED,Zachodnio-pomorskie,NO,2000.0,PLEASED,317
YES,MALE,53,PRIMARY/NO EDUCATION,80.0,176.0,25.8264462809917,YES,MARRIED,Lodzkie,NO,0.0,MOSTLY SATISFIED,318
YES,MALE,39,SECONDARY,92.0,187.0,26.3090165575224,YES,MARRIED,Mazowieckie,NO,2200.0,PLEASED,319
YES,MALE,41,VOCATIONAL/GRAMMAR,80.0,170.0,27.681660899654,NO,SINGLE,Podlaskie,NO,200.0,MIXED,320
YES,FEMALE,23,SECONDARY,55.0,172.0,18.5911303407247,NO,SINGLE,Slaskie,YES,1500.0,DELIGHTED,321
NO,MALE,55,VOCATIONAL/GRAMMAR,90.0,176.0,29.0547520661157,NO,MARRIED,Zachodnio-pomorskie,YES,1000.0,TERRIBLE,322
NO,FEMALE,63,SECONDARY,69.0,164.0,25.6543723973825,NO,MARRIED,Lubuskie,NO,,PLEASED,323
NO,FEMALE,81,PRIMARY/NO EDUCATION,72.0,158.0,28.8415318058003,YES,WIDOWED,Opolskie,NO,1200.0,MIXED,324
NO,MALE,73,VOCATIONAL/GRAMMAR,85.0,172.0,28.7317468902109,YES,MARRIED,Wielkopolskie,NO,0.0,PLEASED,325
NO,MALE,50,VOCATIONAL/GRAMMAR,75.0,177.0,23.9394809920521,YES,MARRIED,Wielkopolskie,NO,0.0,MIXED,326
NO,FEMALE,55,POST-SECONDARY OR HIGHER,60.0,160.0,23.4375,NO,MARRIED,Slaskie,NO,0.0,PLEASED,327
YES,FEMALE,20,SECONDARY,60.0,170.0,20.7612456747405,YES,SINGLE,Lubelskie,YES,,PLEASED,328
NO,FEMALE,65,SECONDARY,60.0,164.0,22.3081499107674,NO,MARRIED,Swietokrzyskie,NO,1200.0,PLEASED,329
NO,MALE,65,POST-SECONDARY OR HIGHER,70.0,170.0,24.2214532871972,NO,MARRIED,Warminsko-mazurskie,NO,2450.0,PLEASED,330
NO,MALE,18,VOCATIONAL/GRAMMAR,79.0,183.0,23.5898354683627,YES,SINGLE,Podlaskie,NO,,PLEASED,331
NO,FEMALE,60,SECONDARY,68.0,158.0,27.2392244832559,YES,WIDOWED,Dolnoslaskie,NO,2800.0,MOSTLY SATISFIED,332
NO,MALE,38,POST-SECONDARY OR HIGHER,112.0,172.0,37.8583017847485,YES,MARRIED,Mazowieckie,NO,4771.0,MOSTLY SATISFIED,333
NO,FEMALE,73,PRIMARY/NO EDUCATION,60.0,158.0,24.034609838167,YES,WIDOWED,Dolnoslaskie,NO,1100.0,MIXED,334
NO,MALE,50,POST-SECONDARY OR HIGHER,74.0,176.0,23.8894628099174,NO,MARRIED,Pomorskie,NO,300.0,MOSTLY SATISFIED,335
NO,MALE,17,VOCATIONAL/GRAMMAR,60.0,170.0,20.7612456747405,NO,SINGLE,Slaskie,NO,,MIXED,336
YES,MALE,36,VOCATIONAL/GRAMMAR,90.0,175.0,29.3877551020408,YES,MARRIED,Zachodnio-pomorskie,YES,2700.0,PLEASED,337
NO,FEMALE,79,PRIMARY/NO EDUCATION,85.0,158.0,34.0490306040699,YES,WIDOWED,Lodzkie,NO,890.0,MIXED,338
NO,FEMALE,64,SECONDARY,100.0,164.0,37.180249851279,YES,MARRIED,Kujawsko-pomorskie,NO,1000.0,PLEASED,339
NO,FEMALE,54,PRIMARY/NO EDUCATION,105.0,158.0,42.0605672167922,YES,MARRIED,Pomorskie,NO,528.0,TERRIBLE,340
NO,MALE,81,SECONDARY,64.0,167.0,22.9481157445588,NO,MARRIED,Mazowieckie,NO,2617.0,PLEASED,341
NO,MALE,24,VOCATIONAL/GRAMMAR,80.0,180.0,24.6913580246914,NO,SINGLE,Slaskie,NO,0.0,PLEASED,342
NO,MALE,26,POST-SECONDARY OR HIGHER,68.0,180.0,20.9876543209877,NO,MARRIED,Pomorskie,NO,6400.0,PLEASED,343
YES,FEMALE,49,VOCATIONAL/GRAMMAR,60.0,158.0,24.034609838167,YES,WIDOWED,Kujawsko-pomorskie,NO,620.0,UNHAPPY,344
YES,FEMALE,58,PRIMARY/NO EDUCATION,47.0,156.0,19.3129520052597,YES,WIDOWED,Lubelskie,NO,,MIXED,345
NO,FEMALE,61,PRIMARY/NO EDUCATION,70.0,168.0,24.8015873015873,YES,MARRIED,Malopolskie,NO,836.0,PLEASED,346
NO,MALE,22,SECONDARY,72.0,187.0,20.589665131974,YES,SINGLE,Podkarpackie,NO,,MOSTLY SATISFIED,347
YES,FEMALE,39,PRIMARY/NO EDUCATION,100.0,167.0,35.8564308508731,YES,MARRIED,Mazowieckie,NO,1800.0,PLEASED,348
NO,FEMALE,67,VOCATIONAL/GRAMMAR,55.0,168.0,19.4869614512472,NO,WIDOWED,Mazowieckie,NO,800.0,PLEASED,349
NO,FEMALE,69,POST-SECONDARY OR HIGHER,65.0,168.0,23.0300453514739,NO,MARRIED,Pomorskie,NO,0.0,DELIGHTED,350
NO,MALE,79,PRIMARY/NO EDUCATION,80.0,170.0,27.681660899654,YES,MARRIED,Lubelskie,NO,1000.0,MIXED,351
NO,FEMALE,47,VOCATIONAL/GRAMMAR,66.0,165.0,24.2424242424242,YES,MARRIED,Podkarpackie,NO,,MOSTLY SATISFIED,352
NO,FEMALE,58,SECONDARY,68.0,164.0,25.2825698988697,NO,MARRIED,Kujawsko-pomorskie,NO,1200.0,MOSTLY DISSATISFIED,353
NO,MALE,33,VOCATIONAL/GRAMMAR,80.0,190.0,22.1606648199446,NO,SINGLE,Slaskie,YES,2000.0,MOSTLY SATISFIED,354
YES,MALE,35,SECONDARY,115.0,186.0,33.2408370909932,YES,MARRIED,Lubelskie,NO,4500.0,MOSTLY SATISFIED,355
NO,MALE,25,SECONDARY,78.0,178.0,24.6181037747759,YES,SINGLE,Podkarpackie,NO,,PLEASED,356
NO,FEMALE,63,PRIMARY/NO EDUCATION,79.0,164.0,29.3723973825104,YES,MARRIED,Lodzkie,NO,1000.0,PLEASED,357
YES,FEMALE,60,VOCATIONAL/GRAMMAR,63.0,164.0,23.4235574063058,YES,WIDOWED,Warminsko-mazurskie,NO,2000.0,PLEASED,358
NO,FEMALE,54,VOCATIONAL/GRAMMAR,62.0,150.0,27.5555555555556,YES,MARRIED,Slaskie,NO,700.0,MIXED,359
YES,FEMALE,30,SECONDARY,65.0,167.0,23.3066800530675,NO,SINGLE,Wielkopolskie,NO,1300.0,MOSTLY DISSATISFIED,360
NO,FEMALE,29,POST-SECONDARY OR HIGHER,63.0,165.0,23.1404958677686,YES,SINGLE,Swietokrzyskie,NO,0.0,MOSTLY SATISFIED,361
NO,FEMALE,37,POST-SECONDARY OR HIGHER,48.0,165.0,17.6308539944904,YES,MARRIED,Kujawsko-pomorskie,NO,0.0,DELIGHTED,362
YES,FEMALE,38,VOCATIONAL/GRAMMAR,68.0,170.0,23.5294117647059,YES,MARRIED,Slaskie,NO,900.0,MOSTLY DISSATISFIED,363
YES,FEMALE,22,SECONDARY,62.0,162.0,23.6244474927602,NO,SINGLE,Dolnoslaskie,YES,1400.0,PLEASED,364
YES,FEMALE,19,VOCATIONAL/GRAMMAR,63.0,165.0,23.1404958677686,NO,SINGLE,Kujawsko-pomorskie,YES,0.0,TERRIBLE,365
YES,FEMALE,34,SECONDARY,90.0,166.0,32.660763536072,NO,MARRIED,Wielkopolskie,YES,1000.0,MIXED,366
NO,FEMALE,64,SECONDARY,52.0,158.0,20.829995193078,NO,DIVORCED,Dolnoslaskie,NO,890.0,MOSTLY SATISFIED,367
NO,MALE,25,SECONDARY,98.0,176.0,31.6373966942149,YES,SINGLE,Mazowieckie,NO,1600.0,MIXED,368
NO,FEMALE,35,POST-SECONDARY OR HIGHER,60.0,166.0,21.7738423573813,YES,MARRIED,Wielkopolskie,NO,2200.0,PLEASED,369
YES,FEMALE,62,PRIMARY/NO EDUCATION,62.0,159.0,24.5243463470591,YES,WIDOWED,Pomorskie,NO,800.0,MOSTLY SATISFIED,370
NO,FEMALE,54,SECONDARY,70.0,158.0,28.0403781445281,YES,MARRIED,Lodzkie,NO,1100.0,MOSTLY SATISFIED,371
